id	org	prod0	prod1	prod2	prod3	prod4	prod5	prod6	prod7	prod8	prod9	sales	daysLate
2435	b	17	11	3	31	38	29	77	29	2	7	244	11
2436	g	11	10	5	40	29	37	61	21	2	1	217	78
2437	b	76	11	3	21	16	46	79	32	4	6	294	17
2438	b	73	9	4	4	19	44	33	34	2	9	231	47
2439	b	64	5	2	14	21	45	36	10	5	9	211	4
2440	g	43	6	5	25	30	26	73	41	2	7	258	25
2441	g	18	9	3	23	32	40	67	47	3	3	245	26
2442	g	20	6	4	28	36	18	48	32	2	7	201	3
2443	g	37	12	2	25	26	39	72	47	1	6	267	34
2444	b	40	13	2	13	34	29	55	21	3	8	218	22
2445	g	23	8	5	38	17	26	49	22	1	1	190	49
2446	g	72	9	4	15	22	33	42	23	4	6	230	26
2447	b	40	8	1	19	14	38	40	11	4	10	185	9
2448	g	27	8	4	26	26	30	87	29	2	2	241	27
2449	g	22	11	2	23	30	30	45	23	1	4	191	72
2450	b	38	11	3	7	23	34	64	30	2	9	221	25
2451	b	64	7	2	24	21	23	66	11	5	10	233	4
2452	g	37	7	4	32	21	22	78	34	1	5	241	17
2453	g	20	9	2	27	20	35	48	22	0	2	185	13
2454	g	37	8	3	29	29	34	76	44	2	6	268	12
2455	g	30	12	4	21	18	13	34	21	3	7	163	3
2456	g	19	9	2	20	17	29	32	21	2	2	153	2
2457	g	29	5	2	35	35	19	70	31	1	5	232	18
2458	b	41	12	3	2	12	41	92	18	4	10	235	1
2459	g	30	9	2	23	30	25	34	33	2	3	191	62
2460	b	71	5	5	7	19	51	76	9	4	6	253	3
2461	g	42	10	4	31	21	13	41	44	2	6	214	20
2462	g	21	8	2	26	33	37	33	40	3	2	205	8
2463	g	36	8	4	25	32	15	85	36	2	7	250	40
2464	b	49	9	3	9	30	23	65	24	4	6	222	22
2465	g	32	7	4	28	15	17	53	45	3	4	208	27
2466	g	12	11	3	35	13	31	38	30	3	7	183	11
2467	b	23	12	5	25	33	38	58	29	2	5	230	14
2468	g	8	5	4	33	15	28	54	34	2	4	187	28
2469	g	32	13	3	32	38	31	80	39	3	3	274	27
2470	g	29	6	2	27	17	39	62	44	3	6	235	25
2471	g	41	12	4	40	16	37	75	43	2	6	276	13
2472	b	64	7	3	2	24	51	68	20	3	6	248	26
2473	g	18	6	2	27	13	19	79	34	2	6	206	26
2474	g	15	9	3	20	15	15	33	40	2	7	159	8
2475	g	5	5	4	34	17	14	41	34	1	4	159	24
2476	g	19	5	5	32	34	25	59	44	1	3	227	7
2477	g	15	7	2	40	31	32	73	44	1	1	246	70
2478	b	63	11	3	2	37	31	55	33	3	8	246	14
2479	g	31	11	2	43	27	27	39	34	3	5	222	89
2480	b	46	7	4	14	21	47	40	25	2	7	213	28
2481	g	46	11	5	9	15	48	80	32	4	7	257	3
2482	b	60	12	3	17	34	39	37	21	4	5	232	0
2483	g	4	9	3	30	18	38	39	36	3	5	185	16
2484	g	28	12	5	23	22	26	45	31	2	2	196	18
2485	g	34	9	3	23	20	29	39	29	3	6	195	10
2486	b	48	8	5	19	29	46	51	30	3	5	244	13
2487	g	25	10	4	35	14	38	47	28	3	5	209	9
2488	g	36	10	3	40	19	26	38	29	2	7	210	11
2489	b	36	7	4	11	25	49	43	24	3	6	208	19
2490	b	43	5	3	24	31	30	44	14	4	9	207	5
2491	g	44	5	5	38	34	35	59	43	2	7	272	5
2492	b	43	10	4	24	35	34	73	33	3	1	260	22
2493	g	43	5	3	31	33	32	78	47	3	5	280	56
2494	b	69	6	3	2	12	41	38	16	2	9	198	2
2495	g	32	11	2	36	30	37	38	24	3	1	214	11
2496	g	34	10	3	30	20	17	66	32	1	3	216	8
2497	g	32	12	2	41	16	14	43	24	1	7	192	13
2498	b	72	11	4	12	23	22	35	23	3	10	215	19
2499	g	8	10	3	41	29	25	50	24	3	7	200	20
2500	b	15	12	5	40	27	29	62	37	0	4	231	5
2501	b	39	8	3	19	15	41	80	26	2	7	240	85
2502	b	68	6	4	3	25	34	54	34	3	8	239	76
2503	b	42	10	2	15	12	51	78	28	4	10	252	38
2504	b	37	8	4	14	35	30	67	22	4	5	226	6
2505	g	5	12	2	34	23	13	53	38	3	5	188	16
2506	g	10	8	4	27	35	25	32	23	3	3	170	20
2507	g	17	9	4	21	30	21	41	45	2	4	194	26
2508	b	39	5	2	14	18	41	72	12	2	9	214	28
2509	g	21	6	3	22	13	23	73	20	1	3	185	74
2510	b	66	5	4	7	20	50	58	21	2	5	238	4
2511	g	8	5	2	38	24	39	67	48	3	6	240	10
2512	g	12	6	2	24	26	10	42	28	1	2	153	19
2513	b	13	11	4	32	36	38	86	22	2	4	248	7
2514	g	11	9	3	32	19	17	83	46	3	2	225	4
2515	g	11	11	3	26	35	22	31	29	1	5	174	29
2516	b	68	9	3	21	37	24	81	32	4	7	286	8
2517	g	44	8	3	25	37	29	76	27	1	7	257	24
2518	g	34	11	4	36	29	27	92	35	3	4	275	66
2519	b	69	10	2	24	27	50	47	12	5	6	252	12
2520	b	71	5	2	16	32	26	39	9	2	6	208	19
2521	g	26	7	2	43	22	13	50	27	2	1	193	10
2522	g	41	6	4	27	27	18	44	35	1	1	204	31
2523	b	41	5	3	17	20	33	91	13	2	6	231	79
2524	g	72	12	2	24	20	37	35	11	3	9	225	15
2525	g	11	12	5	34	13	25	82	28	2	5	217	2
2526	g	30	11	4	23	31	22	36	35	3	6	201	1
2527	g	18	12	2	26	18	30	35	33	3	6	183	0
2528	b	7	9	1	41	27	9	73	24	2	7	200	16
2529	g	18	4	3	24	19	29	49	32	2	4	184	16
2530	g	20	8	4	32	31	30	35	20	3	5	188	30
2531	b	41	12	4	17	32	31	41	12	2	10	202	11
2532	g	44	5	4	23	34	30	77	33	1	2	253	20
2533	g	42	10	4	40	30	21	48	43	3	2	243	22
2534	g	21	12	2	26	13	37	85	31	2	7	236	9
2535	g	9	11	3	28	24	36	84	23	2	5	225	17
2536	b	48	6	2	13	12	28	35	16	4	5	169	13
2537	b	43	5	4	18	18	34	42	33	2	7	206	14
2538	g	42	5	5	34	35	40	66	24	3	5	259	25
2539	g	19	11	2	40	25	26	71	21	3	1	219	27
2540	g	77	4	4	2	24	38	62	13	2	9	235	43
2541	b	55	5	4	4	15	42	78	18	2	10	233	41
2542	b	39	6	4	19	16	22	69	10	4	8	197	1
2543	g	18	8	3	42	30	36	41	36	3	3	220	11
2544	g	12	9	4	26	20	10	44	33	3	7	168	6
2545	g	41	10	2	25	15	15	61	37	2	3	211	1
2546	g	33	7	3	22	35	25	40	24	3	6	198	14
2547	g	40	10	4	38	14	29	73	21	1	6	236	50
2548	b	37	9	4	22	28	47	57	22	4	5	235	6
2549	b	40	6	4	13	31	30	51	25	3	6	209	3
2550	g	33	9	1	24	15	23	66	35	2	1	209	27
2551	g	35	8	4	37	24	31	47	40	3	6	235	86
2552	b	39	7	3	9	18	46	31	17	3	5	178	64
2553	b	48	8	4	16	18	23	31	8	5	7	168	26
2554	g	8	9	5	41	14	27	89	46	3	7	249	22
2555	g	7	9	4	24	20	11	43	37	1	7	163	2
2556	g	24	10	2	27	19	25	55	42	1	7	212	19
2557	g	38	9	1	24	34	38	66	48	2	7	267	17
2558	b	42	6	4	18	15	52	92	30	5	6	270	24
2559	g	5	4	3	39	19	18	40	27	3	1	159	27
2560	g	12	12	4	20	35	20	79	22	1	3	208	16
2561	g	22	11	3	28	31	14	38	35	1	6	189	0
2562	g	22	6	4	29	13	24	57	36	1	6	198	17
2563	b	65	12	4	8	29	47	60	20	3	6	254	5
2564	g	11	12	1	35	28	36	64	33	3	5	228	18
2565	b	44	12	4	2	16	34	80	30	2	6	230	5
2566	g	28	11	5	27	31	29	39	23	4	4	201	87
2567	g	75	9	2	23	20	35	64	19	3	6	256	8
2568	b	25	12	5	28	31	28	57	26	2	3	217	3
2569	g	25	8	4	30	27	40	68	30	2	1	235	8
2570	g	31	12	2	32	36	27	60	31	2	6	239	13
2571	g	18	9	3	38	18	30	35	26	3	4	184	25
2572	g	6	7	4	25	19	22	89	45	2	6	225	25
2573	g	16	10	4	29	18	33	58	39	3	2	212	36
2574	b	39	8	2	17	33	45	54	29	5	7	239	22
2575	g	11	5	3	33	36	13	82	28	2	1	214	16
2576	b	24	10	3	43	16	40	78	34	0	4	252	10
2577	g	33	11	3	32	22	12	65	22	2	2	204	4
2578	g	10	5	3	29	35	38	62	36	1	2	221	12
2579	g	21	13	2	31	29	25	89	31	2	6	249	3
2580	b	18	10	3	42	34	26	57	41	2	4	237	9
2581	g	33	4	5	37	25	15	51	43	3	6	222	20
2582	b	66	4	4	12	21	25	42	11	3	11	199	3
2583	g	19	9	2	27	24	32	32	48	3	4	200	14
2584	g	16	12	2	33	13	29	56	34	2	1	198	45
2585	b	47	11	1	19	37	30	88	18	5	5	261	32
2586	b	59	9	4	3	27	27	39	32	4	7	211	30
2587	b	71	7	4	16	24	28	79	24	4	5	262	9
2588	g	21	7	2	27	33	9	62	37	2	5	205	82
2589	b	55	11	5	10	28	43	56	32	2	6	248	34
2590	b	76	13	3	7	22	32	50	36	4	6	249	6
2591	b	50	11	2	7	17	35	70	16	4	11	223	25
2592	g	8	7	2	35	14	20	88	25	2	2	203	36
2593	b	60	9	3	12	35	26	43	26	3	11	228	21
2594	g	41	10	2	37	35	39	88	22	3	6	283	81
2595	b	37	4	3	7	14	36	68	8	4	6	187	3
2596	g	31	10	2	22	37	37	65	20	1	6	231	87
2597	b	49	12	2	2	23	22	42	14	5	8	179	75
2598	b	53	7	5	4	14	29	90	21	5	10	238	17
2599	g	25	10	3	40	18	25	66	41	1	5	234	19
2600	g	30	8	3	35	17	29	68	31	1	3	225	14
2601	g	32	8	4	37	24	11	66	42	2	7	233	3
2602	b	62	8	3	7	18	38	65	8	5	10	224	33
2603	b	60	6	3	2	30	34	68	34	2	11	250	24
2604	b	15	8	3	32	24	33	38	39	1	4	197	15
2605	g	44	4	4	27	25	10	64	46	2	6	232	25
2606	g	36	12	2	36	20	26	90	20	3	4	249	43
2607	g	40	6	3	18	20	53	91	8	3	10	252	10
2608	g	7	5	3	20	23	25	55	32	2	7	179	12
2609	g	39	8	4	24	34	36	46	45	3	6	245	86
2610	b	71	5	4	18	30	51	38	21	4	7	249	21
2611	g	23	11	3	21	26	13	34	38	2	3	174	6
2612	g	15	8	4	42	30	12	45	22	1	4	183	25
2613	b	45	8	4	13	16	52	61	15	5	5	224	10
2614	g	29	6	3	36	29	25	90	23	3	2	246	28
2615	b	38	6	3	28	17	39	34	45	1	7	218	8
2616	g	39	8	3	40	37	27	60	46	1	3	264	6
2617	g	5	4	3	40	29	23	59	44	3	2	212	1
2618	g	26	9	2	42	26	22	90	47	3	2	269	21
2619	g	36	9	5	26	15	36	73	38	3	7	248	22
2620	b	6	4	5	22	20	39	48	32	1	3	180	13
2621	g	24	11	4	42	12	10	40	23	2	5	173	20
2622	g	30	11	3	28	15	35	77	39	1	2	241	24
2623	g	34	7	2	38	30	21	84	21	3	5	245	10
2624	g	6	10	2	21	35	10	36	28	3	1	152	8
2625	g	41	12	3	20	32	22	56	22	2	7	217	72
2626	b	40	13	3	16	35	31	60	13	3	7	221	3
2627	g	40	9	5	34	26	12	34	36	3	7	206	12
2628	g	22	12	1	38	22	38	59	44	1	4	241	6
2629	b	15	11	2	31	17	15	72	27	3	5	198	19
2630	g	20	8	2	39	13	26	61	48	0	4	221	24
2631	g	26	5	4	36	29	29	35	27	2	4	197	26
2632	g	36	13	5	35	33	29	82	45	2	3	283	71
2633	b	70	9	4	19	17	44	88	18	4	9	282	24
2634	g	28	8	2	42	31	14	63	23	2	6	219	63
2635	b	47	13	4	3	22	34	49	34	2	9	217	49
2636	b	45	4	3	3	27	28	33	35	4	10	192	7
2637	g	20	6	1	36	34	13	58	47	3	1	219	73
2638	b	47	11	2	23	26	27	41	23	3	6	209	16
2639	b	73	8	3	20	34	32	75	21	4	9	279	62
2640	b	74	7	3	24	20	45	53	26	2	6	260	70
2641	b	75	11	4	14	30	49	41	15	2	7	248	26
2642	g	31	10	5	23	17	26	79	32	2	6	231	53
2643	g	68	6	4	9	22	30	31	33	3	8	214	69
2644	b	76	12	3	7	30	27	41	27	4	10	237	5
2645	g	6	6	5	41	26	18	40	47	1	6	196	6
2646	g	28	10	3	37	27	38	77	28	1	3	252	9
2647	g	22	4	3	40	32	11	87	26	2	5	232	7
2648	g	41	9	4	21	19	14	63	23	2	4	200	1
2649	g	30	12	5	34	17	34	89	23	2	5	251	12
2650	b	42	5	4	24	29	32	79	40	3	7	265	4
2651	g	29	11	3	25	20	23	56	41	1	4	213	21
2652	g	35	8	3	22	32	40	50	31	3	4	228	69
2653	b	45	12	4	17	30	34	47	26	5	10	230	8
2654	g	33	9	2	26	24	14	84	22	3	4	221	14
2655	b	60	4	3	13	20	32	62	37	3	6	240	9
2656	b	76	9	4	6	15	31	81	28	2	7	259	8
2657	g	43	9	4	23	35	34	38	40	2	1	229	19
2658	g	44	5	3	23	27	22	83	32	3	1	243	9
2659	g	30	9	3	24	16	26	69	35	3	7	222	18
2660	g	35	8	2	31	36	26	67	38	3	4	250	1
2661	g	10	5	4	38	14	36	46	25	2	1	181	8
2662	g	29	10	2	27	24	32	90	21	1	3	239	6
2663	g	7	9	3	38	23	21	79	46	2	2	230	17
2664	g	19	10	5	34	29	14	56	29	2	5	203	37
2665	b	43	12	4	16	21	27	70	31	4	6	234	2
2666	b	6	6	4	36	19	11	66	29	3	3	183	19
2667	g	13	8	4	39	20	37	55	26	2	5	209	6
2668	g	42	12	2	22	31	28	55	39	1	2	234	8
2669	g	44	8	3	28	23	26	45	41	1	5	224	22
2670	g	26	11	2	25	28	29	32	34	3	3	193	11
2671	g	23	10	4	24	29	20	36	27	2	4	179	40
2672	b	41	12	1	24	15	28	57	34	2	7	221	77
2673	b	66	6	5	14	37	27	67	10	3	9	244	82
2674	b	47	12	5	21	37	36	58	11	2	10	239	18
2675	g	38	7	4	22	17	34	78	45	1	1	247	29
2676	g	31	4	3	23	16	24	32	39	3	5	180	1
2677	b	38	6	2	41	37	27	58	42	1	1	253	15
2678	g	29	11	4	20	16	37	84	44	1	5	251	19
2679	b	12	4	5	28	29	15	51	37	3	5	189	8
2680	b	57	12	3	17	34	41	75	22	5	7	273	13
2681	b	43	4	3	17	36	39	91	30	4	9	276	54
2682	b	54	9	5	3	15	45	85	30	4	6	256	47
2683	b	77	6	3	12	25	25	42	36	2	9	237	2
2684	g	12	4	4	35	15	21	77	29	4	2	203	21
2685	g	11	6	3	35	14	32	33	37	2	5	178	29
2686	g	41	12	3	22	18	15	84	38	3	4	240	9
2687	g	24	5	3	41	22	40	77	31	1	7	251	45
2688	b	55	11	4	5	29	23	90	24	3	6	250	16
2689	b	11	11	3	33	13	22	61	29	1	5	189	40
2690	b	56	13	5	20	33	45	55	13	3	9	252	27
2691	g	32	12	2	25	20	39	73	22	1	1	227	11
2692	g	25	4	2	34	31	30	73	29	2	7	237	33
2693	b	74	4	4	21	31	31	78	26	4	6	279	18
2694	g	40	4	2	29	22	14	55	20	1	2	189	4
2695	g	15	7	5	26	23	38	48	32	3	2	199	25
2696	g	22	10	4	29	26	35	54	31	2	1	214	22
2697	g	4	4	3	32	20	24	87	29	3	3	209	7
2698	g	24	10	3	29	28	36	44	25	4	6	209	16
2699	g	31	7	3	33	30	12	59	47	2	1	225	25
2700	b	56	4	3	11	15	51	40	27	4	11	222	3
2701	g	23	5	2	33	27	10	92	25	2	3	222	78
2702	g	42	9	3	18	13	29	65	11	3	9	202	7
2703	g	25	11	2	27	18	35	43	42	2	2	207	77
2704	b	42	5	3	3	28	49	63	18	3	11	225	28
2705	g	38	12	2	34	21	37	66	21	1	4	236	1
2706	g	16	9	4	37	24	39	32	28	1	6	196	22
2707	g	34	8	3	30	14	19	56	24	2	3	193	68
2708	b	62	11	5	15	22	37	88	36	2	10	288	19
2709	g	37	9	4	22	16	24	63	27	1	2	205	12
2710	g	23	10	3	31	14	13	74	42	3	4	217	57
2711	g	61	8	5	13	18	28	62	19	4	11	229	22
2712	g	43	4	2	35	25	35	84	37	2	3	270	19
2713	g	20	8	4	37	24	23	63	28	1	7	215	25
2714	g	36	10	3	25	32	13	38	32	2	3	194	32
2715	b	46	6	4	17	15	28	45	23	4	10	198	25
2716	g	26	9	4	33	19	10	86	25	4	3	219	13
2717	g	11	8	2	40	14	9	85	44	1	4	218	17
2718	g	22	5	5	30	21	11	47	38	2	4	185	55
2719	g	52	10	3	6	27	50	63	15	2	6	234	1
2720	g	12	5	2	37	13	9	58	33	3	7	179	2
2721	g	36	11	3	32	35	18	71	23	3	7	239	18
2722	g	26	4	3	21	13	22	78	37	2	1	207	13
2723	b	52	5	5	15	21	32	55	36	3	10	234	22
2724	g	16	9	2	39	38	32	70	37	1	1	245	28
2725	g	5	12	2	29	26	34	45	28	1	4	186	5
2726	g	6	11	3	36	37	24	50	47	2	4	220	82
2727	b	43	8	4	6	22	37	42	19	5	7	193	25
2728	g	37	12	4	39	20	23	43	26	1	6	211	4
2729	g	14	9	3	35	14	38	65	36	1	3	218	2
2730	g	23	7	5	29	14	17	87	38	2	4	226	23
2731	g	34	8	2	39	30	31	69	35	2	4	254	3
2732	g	40	7	4	20	36	19	54	25	2	1	208	16
2733	g	28	6	3	28	22	17	91	21	1	7	224	23
2734	g	5	7	4	23	33	22	61	47	1	5	208	44
2735	b	45	9	5	20	21	44	67	14	2	8	235	3
2736	b	40	10	1	16	12	52	58	26	3	9	227	8
2737	b	25	6	4	36	29	32	53	34	2	1	222	22
2738	g	30	4	4	40	20	37	36	35	3	2	211	21
2739	b	66	9	4	9	15	34	57	30	4	8	236	3
2740	g	30	9	4	28	13	30	89	28	3	5	239	62
2741	b	63	7	4	16	28	28	80	24	2	7	259	0
2742	g	8	11	5	40	36	28	69	34	2	4	237	26
2743	b	50	12	2	6	24	28	48	31	3	8	212	81
2744	b	76	8	3	19	17	29	37	29	4	9	231	53
2745	b	69	5	4	15	23	26	44	14	3	7	210	1
2746	g	44	11	3	23	26	29	76	25	1	7	245	20
2747	g	8	11	2	30	22	36	88	44	2	6	249	15
2748	g	27	11	3	28	23	25	90	38	2	4	251	12
2749	g	38	5	5	39	30	33	58	32	3	3	246	14
2750	g	12	5	4	42	34	11	72	34	3	3	220	12
2751	g	42	8	4	43	31	12	74	31	1	1	247	73
2752	b	38	5	4	22	23	45	88	29	4	8	266	70
2753	b	54	6	1	18	31	45	88	18	3	7	271	10
2754	g	24	8	5	33	20	11	70	37	3	7	218	1
2755	g	29	10	2	35	23	10	83	38	3	4	237	18
2756	g	34	12	2	31	16	21	39	34	2	4	195	8
2757	g	15	10	2	34	14	40	92	21	3	4	235	66
2758	b	46	12	2	19	37	35	63	34	3	8	259	47
2759	b	48	6	3	8	30	46	52	10	3	5	211	5
2760	g	19	8	3	27	15	38	66	46	3	5	230	73
2761	b	44	8	4	7	38	35	36	25	3	9	209	5
2762	g	44	11	2	26	21	11	82	37	3	4	241	24
2763	g	22	12	3	29	14	17	83	29	1	1	211	8
2764	g	25	10	2	28	36	36	87	31	3	4	262	20
2765	g	35	5	3	26	25	9	81	22	1	2	209	69
2766	b	37	5	4	12	34	48	90	28	3	7	268	12
2767	g	4	10	5	22	33	30	51	33	1	2	191	37
2768	b	74	8	4	22	23	27	71	20	4	9	262	29
2769	b	14	6	5	28	33	27	56	31	1	5	206	15
2770	g	27	11	2	41	24	31	69	43	2	3	253	18
2771	g	4	12	4	36	33	16	85	33	1	5	229	23
2772	g	43	7	2	36	13	15	84	20	3	2	225	45
2773	b	43	12	3	9	31	27	37	23	4	10	199	23
2774	g	37	6	3	25	22	23	62	25	2	6	211	27
2775	g	4	6	2	38	36	13	55	40	2	6	202	13
2776	g	38	9	3	39	18	38	67	30	1	5	248	25
2777	g	43	5	4	38	13	31	63	44	1	6	248	4
2778	g	27	6	3	27	20	10	33	24	2	2	154	3
2779	g	23	5	2	21	15	18	34	32	2	2	154	18
2780	b	44	7	5	37	20	35	80	33	2	3	266	9
2781	g	17	9	4	37	34	26	87	48	2	6	270	2
2782	g	42	11	5	34	18	31	57	29	3	6	236	15
2783	g	57	9	5	12	26	33	52	17	4	11	226	29
2784	g	15	5	2	21	33	30	65	22	1	7	201	14
2785	g	42	8	2	25	17	37	32	32	3	3	201	27
2786	g	10	6	2	23	30	35	58	47	2	2	215	11
2787	b	27	9	2	28	36	14	54	22	2	7	201	9
2788	g	30	5	5	22	21	28	62	41	3	6	223	18
2789	g	23	7	4	28	12	18	89	48	3	3	235	17
2790	g	42	10	3	34	36	40	76	35	3	5	284	72
2791	b	54	10	4	24	34	35	41	22	2	11	237	31
2792	b	44	5	4	4	24	27	37	36	5	5	191	23
2793	g	12	7	3	30	23	13	31	41	1	5	166	35
2794	b	62	8	4	22	35	23	65	15	2	8	244	3
2795	g	13	9	2	25	36	36	33	45	1	6	206	3
2796	g	14	6	2	42	23	36	33	41	3	2	202	23
2797	g	41	4	5	30	33	34	80	45	1	3	276	12
2798	g	40	8	2	28	13	17	46	28	1	5	188	68
2799	b	48	10	2	18	14	31	47	13	3	9	195	22
2800	b	60	5	1	14	35	32	87	35	3	8	280	0
2801	g	30	11	4	27	24	28	78	29	1	3	235	4
2802	g	5	7	3	34	22	18	70	37	1	5	202	65
2803	b	55	10	5	16	16	53	72	24	3	5	259	48
2804	b	68	8	4	18	15	26	87	19	2	7	254	6
2805	g	6	10	5	33	19	18	90	39	1	7	228	1
2806	b	53	7	3	9	26	50	67	15	3	10	243	8
2807	b	71	11	3	19	18	22	69	30	4	6	253	82
2808	b	66	9	3	12	24	34	47	28	4	7	234	3
2809	g	23	5	3	21	36	14	31	32	2	5	172	17
2810	g	32	7	3	24	23	14	34	33	3	2	175	62
2811	b	38	8	4	13	17	35	33	33	3	5	189	5
2812	g	30	4	4	30	22	30	71	47	3	3	244	1
2813	g	10	10	3	24	16	16	42	29	3	3	156	19
2814	g	57	5	5	8	28	37	56	20	3	6	225	7
2815	g	31	5	2	24	16	35	88	28	3	1	233	20
2816	b	71	11	4	20	22	52	71	33	3	8	295	24
2817	g	6	8	4	37	14	11	50	46	3	3	182	11
2818	g	10	12	2	33	24	22	32	44	3	2	184	69
2819	b	56	10	2	24	29	24	77	34	4	8	268	3
2820	b	47	5	2	18	21	44	49	17	2	6	211	79
2821	b	42	8	3	24	35	39	78	14	3	8	254	14
2822	b	49	13	2	11	17	28	52	23	5	8	208	8
2823	g	23	6	4	31	24	27	73	29	2	5	224	28
2824	b	70	9	5	24	29	27	91	30	3	6	294	0
2825	g	24	7	3	27	25	32	91	44	2	6	261	39
2826	b	68	10	1	4	19	22	82	24	4	9	243	7
2827	b	67	9	2	16	27	32	56	33	3	7	252	3
2828	g	33	11	3	40	25	26	51	37	3	4	233	10
2829	g	4	12	3	34	19	21	31	45	1	2	172	0
2830	b	63	11	3	12	27	41	59	27	4	5	252	24
2831	g	7	4	5	24	13	36	49	39	3	3	183	4
2832	b	49	7	2	23	32	43	33	23	3	11	226	13
2833	b	75	12	3	24	28	29	40	22	4	8	245	13
2834	g	38	8	3	24	21	12	33	40	3	2	184	17
2835	g	18	10	1	43	36	20	75	46	2	1	252	23
2836	g	12	4	2	40	33	16	58	22	1	5	193	18
2837	g	29	12	3	24	16	26	78	48	2	7	245	10
2838	g	23	4	4	22	36	19	40	47	3	7	205	17
2839	g	21	10	4	35	31	29	38	26	2	4	200	88
2840	g	72	11	5	11	28	46	65	34	4	6	282	0
2841	g	28	8	4	39	35	34	63	20	2	2	235	26
2842	g	26	6	3	23	32	34	54	44	1	2	225	0
2843	b	41	12	3	12	26	29	38	29	5	5	200	3
2844	g	35	9	2	22	13	12	79	36	3	3	214	63
2845	b	71	5	5	11	23	43	40	28	3	8	237	21
2846	g	9	8	3	21	13	15	71	36	2	2	180	0
2847	b	41	8	5	6	16	36	64	13	3	10	202	7
2848	g	27	13	4	26	30	26	60	43	1	5	235	5
2849	b	6	11	5	24	33	22	92	30	2	3	228	25
2850	g	6	9	4	34	18	39	59	33	2	6	210	12
2851	g	17	6	2	26	14	38	54	27	3	7	194	7
2852	g	25	9	5	32	13	15	37	41	3	2	182	22
2853	g	14	10	5	30	31	18	40	45	3	7	203	13
2854	g	22	10	2	35	21	16	41	47	3	6	203	24
2855	b	72	11	2	18	34	29	85	36	5	10	302	25
2856	g	23	6	4	34	32	36	78	20	3	4	240	14
2857	b	69	9	2	20	31	23	35	35	4	10	238	7
2858	b	38	10	5	22	13	31	43	44	3	2	211	4
2859	g	28	5	3	40	36	38	66	44	1	3	264	17
2860	b	24	8	3	41	23	13	46	35	3	6	202	2
2861	g	4	11	2	42	20	12	69	28	2	6	196	29
2862	g	34	10	4	24	14	35	48	48	1	7	225	8
2863	g	37	12	5	37	31	29	61	44	1	4	261	5
2864	b	69	6	2	17	33	40	70	31	3	9	280	0
2865	b	43	7	2	41	23	14	51	37	1	5	224	14
2866	g	42	11	1	40	28	38	45	36	1	2	244	11
2867	g	5	5	2	34	33	40	43	45	1	2	210	27
2868	g	33	13	2	31	32	39	73	42	2	6	273	5
2869	g	20	5	3	34	16	23	34	23	1	7	166	26
2870	b	61	4	3	10	37	25	41	28	3	10	222	11
2871	b	20	10	2	29	28	37	63	21	1	5	216	28
2872	g	37	12	4	21	19	28	35	45	2	6	209	26
2873	g	42	10	4	33	25	35	58	32	3	6	248	87
2874	b	50	13	4	9	14	41	78	11	4	8	232	0
2875	g	13	7	4	25	33	19	68	39	1	7	216	70
2876	b	39	8	3	8	32	45	49	13	4	7	208	16
2877	g	29	12	3	23	28	15	80	36	2	1	229	70
2878	b	58	12	4	3	24	39	42	32	5	10	229	69
2879	b	45	12	4	23	13	36	36	22	3	11	205	6
2880	g	18	13	1	32	32	9	85	28	3	3	224	26
2881	g	27	10	4	42	26	16	53	31	1	6	216	1
2882	g	30	12	5	26	18	40	72	31	2	1	237	7
2883	g	25	6	1	29	21	39	61	40	2	7	231	4
2884	g	10	8	3	28	24	34	43	44	1	3	198	15
2885	g	40	12	3	21	31	21	32	29	2	6	197	14
2886	g	25	5	3	40	22	16	37	47	2	6	203	20
2887	g	29	11	3	23	29	34	87	33	1	5	255	11
2888	b	49	9	2	24	14	26	36	17	2	7	186	21
2889	g	8	9	2	37	12	24	31	30	3	3	159	11
2890	g	24	8	5	20	20	34	83	27	3	4	228	20
2891	g	43	5	4	33	28	31	81	34	1	6	266	23
2892	b	15	12	2	34	27	35	86	46	3	4	264	23
2893	g	20	8	2	25	37	24	34	24	3	7	184	12
2894	g	15	11	3	37	32	39	74	30	3	5	249	9
2895	g	5	8	3	37	15	20	55	30	3	6	182	65
2896	b	56	4	4	7	24	43	79	20	3	5	245	27
2897	g	28	6	4	26	13	11	40	48	2	4	182	20
2898	g	55	8	2	14	30	25	83	28	2	7	254	16
2899	g	32	7	3	24	33	38	78	31	1	2	249	28
2900	g	13	8	4	23	13	28	56	31	1	5	182	28
2901	b	6	8	2	35	27	26	73	23	3	1	204	14
2902	g	28	5	3	40	13	34	39	36	1	6	205	19
2903	g	11	6	2	39	14	18	46	42	1	4	183	5
2904	g	26	10	4	41	21	38	53	34	0	2	229	69
2905	b	49	12	4	12	36	44	83	15	3	6	264	23
2906	g	34	6	3	41	15	17	90	32	1	6	245	4
2907	b	44	12	3	38	34	17	36	29	1	4	218	38
2908	b	39	7	2	16	26	42	77	27	4	6	246	27
2909	g	9	5	5	31	22	36	65	42	1	7	223	15
2910	g	13	11	2	32	21	20	70	38	3	7	217	21
2911	g	38	12	3	25	37	31	64	31	1	5	247	6
2912	g	20	6	3	22	25	33	37	43	1	3	193	23
2913	b	17	11	3	36	24	22	90	38	1	4	246	67
2914	b	40	6	2	5	23	38	45	36	4	8	207	27
